mp_id,composition,a_edge (angstrom),b_edge (angstrom),c_edge (angstrom),alpha_ang (deg),beta_ang (deg),gamma_ang (deg),crystal_system,space_group,formation_energy (eV/atom),energy_above_hull (eV/atom),band_gap (eV),A_site,B_site,X_site
mp-29738,Tl1 Cl1 O3,4.57492833,4.57492765,4.57492833,83.89769319,83.89769346,83.89769319,trig,R3m,-0.720070504,0.061993027,4.3481,Tl,Cl,O
mp-2353285,Tl1 Co1 Cl3,7.049172357,7.049077423,5.914459276,89.87543292,90.1263353,120.1188283,mono,C2/m,-1.120608498,0.004752211,0.1982,Tl,Co,Cl
mp-567430,Tl1 Co1 Cl3,11.92393453,11.92393381,5.92586096,90.0,90.0,119.9999993,hex_,P6_3cm,-0.999637145,0.125723563,0.0,Tl,Co,Cl
mp-567620,Tl1 Co1 Cl3,5.936008961,11.95923653,13.78494594,90.02380051,90.00946375,89.9705571,ortho,Pbca,-1.117170217,0.008190492,0.0,Tl,Co,Cl
mp-569753,Tl1 Co1 Cl3,6.89499275,6.895217012,5.91675637,89.99973582,89.99989278,119.9984791,hex_,P6_3/mmc,-1.114759905,0.010600804,0.0,Tl,Co,Cl
mp-998160,Tl1 Co1 F3,4.200322,4.200322,4.200322,90.0,90.0,90.0,cubic,Pm-3m,-1.994438866,0.196479113,0.0,Tl,Co,F
mp-755788,Tl1 Co1 O3,5.786748714,5.786748714,5.786748025,53.72007515,53.72007515,53.72007657,trig,R-3,-1.098110243,0.067084558,0.464,Tl,Co,O
mp-756464,Tl1 Co1 O3,5.394129,5.416439,7.961695,90.0,90.0,90.0,ortho,Pnma,-1.074919813,0.090274987,0.0,Tl,Co,O
mp-770614,Tl1 Co1 O3,5.327076,5.409948766,7.924760835,89.48993646,89.53109509,89.1355235,tri,P-1,-1.063678367,0.101516434,0.143,Tl,Co,O
mp-1105306,Tl1 Cr1 O3,5.416771,5.521843,7.819103,90.0,90.0,90.0,ortho,Pnma,-1.693648242,0.039864297,0.4346,Tl,Cr,O
mp-1105457,Tl1 Cu1 Cl3,4.013262398,8.87140164,14.15560284,90.0,90.0,96.69851072,mono,P2_1/c,-1.079020592,0.001393829,0.4143,Tl,Cu,Cl
mp-998147,Tl1 Cu1 Cl3,4.82013622,4.82013622,4.82013726,90.0,90.0,90.0,cubic,Pm-3m,-1.051497825,0.028916596,0.0,Tl,Cu,Cl
mp-554973,Tl1 Cu1 F3,4.07632852,4.09064598,4.0903874,90.0,90.0,90.0,cubic,Pm-3m,-1.863043664,0.00384109,0.0,Tl,Cu,F
mp-1187483,Tl1 Cu1 O3,3.842897,3.842897,3.842897,90.0,90.0,90.0,cubic,Pm-3m,-0.656654346,0.319503057,0.0,Tl,Cu,O
mp-504821,Tl1 Fe1 Br3,3.984787,9.428482,15.382907,90.0,90.0,90.0,ortho,Pnma,-0.920841691,0.053698422,0.0,Tl,Fe,Br
mp-568553,Tl1 Fe1 Br3,12.70140664,12.70140664,6.035159,90.0,90.0,120.0000033,hex_,P6_3cm,-0.84764013,0.126899984,0.0,Tl,Fe,Br
mp-998159,Tl1 Fe1 F3,4.254436,4.254436,4.254436,90.0,90.0,90.0,cubic,Pm-3m,-2.068909244,0.271342498,3.4393,Tl,Fe,F
mp-23415,Tl1 Fe1 I3,4.009761,9.824469,16.127104,90.0,90.0,90.0,ortho,Pnma,-0.411131094,0.147246788,0.0,Tl,Fe,I
mp-505819,Tl1 Fe1 O3,5.40263203,5.545733,7.929211044,90.00021176,90.01210026,89.99902657,ortho,Pnma,-1.35648336,0.04728097,0.7037,Tl,Fe,O
mp-1187481,Tl1 Ga1 O3,3.908875,3.908875,3.908875,90.0,90.0,90.0,cubic,Pm-3m,-1.254612097,0.430104891,0.0,Tl,Ga,O
mp-756909,Tl1 Ga1 O3,5.352391,5.498305,7.87435,90.0,90.0,90.0,ortho,Pnma,-1.615124868,0.06959212,0.9323,Tl,Ga,O
mp-998153,Tl1 Ge1 Br3,5.56048449,5.56048449,5.551330213,89.10866834,89.10866834,89.29557562,mono,Cm,-0.998766737,0.027999738,0.7556,Tl,Ge,Br
mp-998746,Tl1 Ge1 Br3,4.18124614,9.50260894,15.54896534,90.0,90.0,90.0,ortho,Pnma,-1.026766475,0.0,2.2566,Tl,Ge,Br
mp-998743,Tl1 Ge1 Cl3,7.195688,5.743545,8.347123342,70.25346803,90.0,90.0,mono,P2_1/m,-1.284064496,0.0,3.3207,Tl,Ge,Cl
mp-998744,Tl1 Ge1 Cl3,5.328103709,5.328103709,5.321929696,89.22621218,89.22621218,89.16190864,mono,Cm,-1.25129939,0.032765106,1.3779,Tl,Ge,Cl
mp-998711,Tl1 Ge1 F3,4.781594699,5.84325105,7.156261062,90.0,105.434773,90.0,mono,P2_1/m,-2.135605427,0.055158263,3.3593,Tl,Ge,F
mp-998712,Tl1 Ge1 F3,4.720373,4.731781003,4.859761237,101.8556466,93.83098951,90.37063819,tri,P1,-2.162775811,0.027987879,3.1344,Tl,Ge,F
mp-29288,Tl1 Ge1 I3,4.454665,10.410241,16.567181,90.0,90.0,90.0,ortho,Pnma,-0.686466423,0.016987145,1.9161,Tl,Ge,I
mp-1187533,Tl1 Ge1 O3,3.862735,3.862735,3.862735,90.0,90.0,90.0,cubic,Pm-3m,-1.366286371,0.357614412,0.0,Tl,Ge,O
mp-1068746,Tl1 H1 Pd3,4.09795544,4.09795544,4.09795544,90.0,90.0,90.0,cubic,Pm-3m,-0.274698002,0.0,0.0,Tl,H,Pd
mp-1105094,Tl1 Hg1 Cl3,4.36965245,9.24800615,14.07342645,90.0,90.0,90.0,ortho,Pnma,-1.142198781,0.0,2.671,Tl,Hg,Cl
mp-998710,Tl1 Hg1 F3,4.526533264,4.519329777,4.540155457,89.7182233,88.13129338,89.5988953,tri,P1,-1.68710488,0.014525399,1.805,Tl,Hg,F
mp-998758,Tl1 Hg1 F3,6.20059644,8.82826901,13.07913115,90.0,90.0,90.0,ortho,Pbam,-1.70163028,0.0,2.3394,Tl,Hg,F
mp-1187530,Tl1 Hg1 O3,4.26104,4.26104,4.26104,90.0,90.0,90.0,cubic,Pm-3m,-0.199541862,0.604699784,0.0,Tl,Hg,O
mp-22981,Tl1 I1 O3,4.504218648,4.504218742,4.50421841,88.77705877,88.77706451,88.7770726,trig,R3m,-0.968889335,0.0,2.7633,Tl,I,O
mp-546200,Tl1 I1 O3,4.249667,4.249667,4.249667,90.0,90.0,90.0,cubic,Pm-3m,-0.724894481,0.243994854,0.0,Tl,I,O
mp-998713,Tl1 In1 Cl3,7.689756,7.753678671,8.029580387,62.56501893,62.14230843,60.82755941,tri,P1,-1.374230396,0.007009539,1.5597,Tl,In,Cl
mp-998732,Tl1 In1 Cl3,5.417827306,5.417827306,5.411900096,89.96436036,89.96436036,90.05411044,mono,Cm,-1.31408298,0.067156955,0.0,Tl,In,Cl
mp-557704,Tl1 N1 O3,10.27382548,10.27382475,7.25596693,90.0,90.0,120.0000012,trig,P3_1,-0.983139618,0.004367246,2.8695,Tl,N,O
mp-5915,Tl1 N1 O3,6.18047927,7.91332221,12.19729243,90.0,90.0,90.0,ortho,Pnma,-0.987506864,0.0,2.8457,Tl,N,O
mp-662551,Tl1 N1 O3,7.712155,8.865203,10.549604,90.0,90.0,90.0,ortho,Pnma,-0.304295144,0.68321172,0.0,Tl,N,O
mp-1205652,Tl1 Ni1 Cl3,6.860764899,6.860764375,5.86128446,89.99999487,89.99998601,120.0001366,hex_,P6_3/mmc,-1.147845569,0.004469159,0.5372,Tl,Ni,Cl
mp-998761,Tl1 Ni1 F3,4.08734836,4.08734836,4.08737585,90.0,90.0,90.0,cubic,Pm-3m,-2.111072595,0.000827895,3.4347,Tl,Ni,F
mp-1097917,Tl1 Ni1 O3,3.786234375,3.785417352,3.798031366,89.81183948,89.80722819,90.22609065,mono,Cm,-0.672721188,0.365980832,0.0,Tl,Ni,O
mp-1178989,Tl1 Ni1 O3,5.457501,5.327588,9.35948699,55.26711414,90.0,90.0,mono,P2_1/c,-0.963266882,0.075435137,0.0965,Tl,Ni,O
mp-1403003,Tl1 Ni1 O3,3.785825963,3.785825963,3.798031139,89.80953029,89.80953029,90.22610265,ortho,Amm2,-0.672788796,0.365913224,0.0,Tl,Ni,O
mp-18001,Tl1 Ni1 O3,5.327862,5.455579,7.747435,90.0,90.0,90.0,ortho,Pnma,-0.964600118,0.074101901,0.0,Tl,Ni,O
mp-998781,Tl1 Ni1 O3,3.782724,3.913127,3.934731884,81.97739594,90.0,90.0,mono,Pm,-0.734057828,0.304644192,0.0,Tl,Ni,O
mp-998845,Tl1 Ni1 O3,5.377489547,5.377489547,5.377489531,59.74406927,59.74406927,59.7440703,trig,R3c,-0.936313617,0.102388403,0.0,Tl,Ni,O
mp-27144,Tl1 P1 O3,7.58522238,7.58522238,11.10122861,90.0,90.0,90.0,tet,P-42_1c,-2.257728706,0.0,3.6726,Tl,P,O
mp-556932,Tl1 P1 O3,11.09322,11.260694,16.272151,90.0,90.0,90.0,ortho,Pbcn,-2.245281136,0.01244757,3.725,Tl,P,O
mp-8249,Tl1 P1 S3,6.980750494,6.999774902,6.999774611,70.36205725,60.08985662,60.08986157,ortho,Immm,-0.624713887,0.0,1.7362,Tl,P,S
mp-676598,Tl1 Pb1 Cl3,12.10245801,11.68587727,11.57326289,62.70674612,59.10192143,58.19133245,ortho,Fmm2,-1.440161352,0.052488018,2.6014,Tl,Pb,Cl
mp-27552,Tl1 Pb1 I3,8.071428602,8.071428602,12.008534,90.0,90.0,146.1635116,ortho,Cmcm,-0.888208682,0.011369083,2.1427,Tl,Pb,I
mp-998786,Tl1 Pd1 F3,4.27132955,4.271401243,4.272203517,89.54619825,89.95402999,89.78202819,cubic,Pm-3m,-1.594088746,0.0,0.0,Tl,Pd,F
mp-1179620,Tl1 Sb1 O3,11.99235249,6.131959375,7.211124679,62.3262627,143.1106344,99.62165617,tri,P-1,-0.953783782,0.758883666,2.0068,Tl,Sb,O
mp-30058,Tl1 Sb1 O3,7.872914041,7.872914718,7.872913969,39.59483374,39.59483301,39.59483544,trig,R-3,-1.711936399,0.000731049,2.4362,Tl,Sb,O
mp-557787,Tl1 Sb1 O3,5.33070696,5.330706616,14.72638829,90.0,90.0,120.0000021,trig,P-31c,-1.712667448,0.0,2.4365,Tl,Sb,O
mp-561465,Tl1 Sb1 O3,5.403041455,5.403041455,16.243782,90.0,90.0,119.9999933,hex_,P6_322,-1.577900122,0.134767325,2.1502,Tl,Sb,O
mp-1187529,Tl1 Si1 O3,3.704802,3.704802,3.704802,90.0,90.0,90.0,cubic,Pm-3m,-1.860338148,0.535308244,0.0,Tl,Si,O
mp-676130,Tl1 Sn1 F3,10.34000475,10.34000475,8.183366199,72.42183243,72.42183243,81.39369261,mono,Cc,-2.217452096,0.0,2.8207,Tl,Sn,F
mp-1205533,Tl1 Sn1 I3,7.890112575,7.890112575,11.79080057,90.0,90.0,146.0255723,ortho,Cmcm,-0.805459634,0.0,1.8624,Tl,Sn,I
mp-1187623,Tl1 Tc1 O3,3.990746,3.990746,3.990746,90.0,90.0,90.0,cubic,Pm-3m,-1.501989771,0.035979122,0.0,Tl,Tc,O
mp-1206817,Tl1 V1 Cl3,6.922125396,6.922121015,6.15463623,90.0,90.0,119.9999727,hex_,P6_3/mmc,-1.464888381,0.003316655,0.2734,Tl,V,Cl
mp-22330,Tl1 V1 O3,5.15348249,5.77053724,11.16164076,90.0,90.0,90.0,ortho,Pbcm,-2.00866579,0.006314271,2.9763,Tl,V,O
mp-1187621,Tl1 W1 O3,4.077202,4.077202,4.077202,90.0,90.0,90.0,cubic,Pm-3m,-1.642345368,0.157751964,0.0,Tl,W,O
mp-998745,Tl1 Zn1 F3,4.124461556,4.115024681,4.117341669,89.97427478,89.9641359,89.98168307,cubic,Pm-3m,-2.32946521,0.0,3.9179,Tl,Zn,F
mp-574239,Tm3 Al1 C1,5.301577,5.301577,5.301577,90.0,90.0,90.0,cubic,Pm-3m,1.460039698,1.824206665,0.0,Al,C,Tm
mp-1018641,Tm3 Al1 N1,4.65734774,4.65734774,4.65734774,90.0,90.0,90.0,cubic,Pm-3m,-1.124935118,0.0,0.0,Al,N,Tm
mp-10351,Tm3 Ga1 C1,5.225463,5.225463,5.225463,90.0,90.0,90.0,cubic,Pm-3m,1.193175665,1.642900949,0.0,Ga,C,Tm
mp-21292,Tm3 In1 C1,5.506619,5.506619,5.506619,90.0,90.0,90.0,cubic,Pm-3m,1.623888823,1.988349726,0.0,In,C,Tm
mp-19847,Tm3 In1 N1,4.70132412,4.70132412,4.70132412,90.0,90.0,90.0,cubic,Pm-3m,-1.224040254,0.0,0.0,In,N,Tm
mp-22542,Tm3 Pb1 C1,4.80484245,4.80484245,4.80484245,90.0,90.0,90.0,cubic,Pm-3m,-0.558492606,0.0,0.0,Pb,C,Tm
mp-21888,Tm3 Sn1 C1,5.523951,5.523951,5.523951,90.0,90.0,90.0,cubic,Pm-3m,1.510656433,2.041465626,0.0,Sn,C,Tm
mp-22556,Tm3 Tl1 C1,5.532385,5.532385,5.532385,90.0,90.0,90.0,cubic,Pm-3m,1.642409808,1.953503752,0.0,Tl,C,Tm
mp-1101265,Tm1 Al1 O3,3.431286135,3.431286135,11.458344,90.0,90.0,120.0000026,hex_,P6_3/mmc,-3.718722775,0.076300968,3.5534,Tm,Al,O
mp-756281,Tm1 Al1 O3,5.09801477,5.3139368,7.30343534,90.0,90.0,90.0,ortho,Pnma,-3.775944359,0.019079384,6.0789,Tm,Al,O
mp-17620,Tm1 B1 O3,6.563713942,6.563713942,8.686243,90.0,90.0,119.9999994,hex_,P6_3/mcm,-3.200776611,0.318168114,2.3645,Tm,B,O
mp-760484,Tm1 B1 O3,3.883822942,3.883822942,8.470664,90.0,90.0,114.4048009,ortho,Ama2,-3.488919677,0.030025048,4.5062,Tm,B,O
mp-10134,Tm1 B1 Pd3,4.297151,4.297151,4.297151,90.0,90.0,90.0,cubic,Pm-3m,-0.67316622,0.114035311,0.0,Tm,B,Pd
mp-5438,Tm1 B1 Rh3,4.15099888,4.15099888,4.15099888,90.0,90.0,90.0,cubic,Pm-3m,-0.8222947,0.0,0.0,Tm,B,Rh
mp-972395,Tm1 Be1 O3,3.536677,3.536677,3.536677,90.0,90.0,90.0,cubic,Pm-3m,-2.884760724,0.401418049,0.0,Tm,Be,O
mp-754323,Tm1 Bi1 O3,6.105165299,6.105165299,6.105165228,58.50968606,58.50968606,58.50969275,trig,R3c,-2.835879719,0.03002034,3.1128,Tm,Bi,O
mp-755216,Tm1 Bi1 O3,6.09074817,6.09074817,6.090747223,58.47151464,58.47151464,58.47151811,trig,R-3,-2.81205329,0.053846769,2.4418,Tm,Bi,O
mp-1216578,Tm1 Bi1 Te3,10.97105291,10.97105291,10.97105297,23.05205677,23.05205677,23.0520587,trig,R3m,-0.930650828,0.023780686,1.1145,Tm,Bi,Te
mp-561954,Tm1 Co1 O3,5.136062,5.708766,7.360924,90.0,90.0,90.0,ortho,Pnma,-2.637331035,0.022681563,1.1886,Tm,Co,O
mp-1187577,Tm1 Cr1 O3,3.833663,3.833663,3.833663,90.0,90.0,90.0,cubic,Pm-3m,-2.848458345,0.398950168,1.9289,Tm,Cr,O
mp-777295,Tm1 Cr1 O3,5.16618224,5.50964451,7.48369507,90.0,90.0,90.0,ortho,Pnma,-3.247408514,0.0,2.6809,Tm,Cr,O
mp-20651,Tm1 Fe1 O3,5.272516,5.611822,7.672662,90.0,90.0,90.0,ortho,Pnma,-2.874276493,0.024305635,1.6368,Tm,Fe,O
mp-558400,Tm1 Fe1 O3,6.009661295,6.009671987,11.61692875,89.99988475,90.0001335,119.9991896,hex_,P6_3cm,-2.888833372,0.009748757,0.0,Tm,Fe,O
mp-1207932,Tm1 Ga3 Os1,6.34071476,6.34071476,6.34071476,90.0,90.0,90.0,cubic,Pm-3m,-0.557037808,0.0,0.0,Tm,Os,Ga
mp-17424,Tm1 Ga3 Ru1,6.3337215,6.3337215,6.3337215,90.0,90.0,90.0,cubic,Pm-3m,-0.578806804,0.0,0.0,Tm,Ru,Ga
mp-1101269,Tm1 Ga1 O3,3.494478242,3.494478242,11.703904,90.0,90.0,120.0000046,hex_,P6_3/mmc,-3.181510883,0.028288576,2.4668,Tm,Ga,O
mp-754578,Tm1 Ga1 O3,5.240913,5.57066,7.599725,90.0,90.0,90.0,ortho,Pnma,-3.158924132,0.050875326,3.9298,Tm,Ga,O
mp-768469,Tm1 Ga1 O3,5.955728785,5.955732629,11.59530603,90.00002538,90.00003117,120.0000325,hex_,P6_3cm,-3.203388263,0.006411195,2.9311,Tm,Ga,O
mp-1187655,Tm1 Ge1 O3,3.887071,3.887071,3.887071,90.0,90.0,90.0,cubic,Pm-3m,-2.306310488,0.75388091,0.0,Tm,Ge,O
mp-1101263,Tm1 In1 O3,5.459972,5.787809,8.290247,90.0,90.0,90.0,ortho,Pnma,-2.955722868,0.086347277,2.5259,Tm,In,O
mp-1232191,Tm1 Mg1 S3,7.570401534,11.56177,7.124359099,90.0,125.3627645,90.0,mono,C2/m,-1.547643746,0.326130794,0.2669,Tm,Mg,S
mp-1232251,Tm1 Mg1 S3,6.624112,6.624111767,17.882397,90.0,90.0,120.0000012,trig,R-3,-1.637572003,0.236202537,0.0,Tm,Mg,S
mp-1238772,Tm1 Mg1 S3,6.965293218,6.965293218,6.621720832,76.52364243,76.52364243,118.6926044,mono,C2/m,-1.511948729,0.361825811,0.0,Tm,Mg,S
mp-1232151,Tm1 Mg1 Se3,7.342587473,7.342587473,6.919449879,76.46676671,76.46676671,120.127181,mono,C2/m,-1.381498284,0.327320874,0.0,Tm,Mg,Se
mp-1232198,Tm1 Mg1 Se3,6.869924,6.869924255,19.13125,90.0,90.0,119.9999988,trig,R-3,-1.50039854,0.208420618,0.0,Tm,Mg,Se
mp-554211,Tm1 Mn1 O3,6.053196567,6.053196567,11.35090639,90.0000004,90.00000095,119.999872,hex_,P6_3cm,-3.098161969,0.0,0.0,Tm,Mn,O
mp-554270,Tm1 Mn1 O3,5.270793,5.812419,7.453871,90.0,90.0,90.0,ortho,Pnma,-3.05708312,0.041078849,2.0076,Tm,Mn,O
mp-1079044,Tm1 Ni1 Ge3,10.88663286,10.88663286,4.04046509,90.0,90.0,158.6391793,ortho,Cmmm,-0.537241431,0.005338511,0.0,Tm,Ni,Ge
mp-1106304,Tm1 Ni1 O3,5.531035,5.158772,9.011673265,55.34947931,90.0,90.0,mono,P2_1/c,-2.527218608,0.006301209,0.0,Tm,Ni,O
mp-19002,Tm1 Ni1 O3,5.08094633,5.49113582,7.30375113,90.0,90.0,90.0,ortho,Pnma,-2.526711635,0.006808182,0.0,Tm,Ni,O
mp-10714,Tm1 Rh3 C1,4.12603139,4.12603139,4.12603139,90.0,90.0,90.0,cubic,Pm-3m,-0.538697854,0.0,0.0,Tm,C,Rh
mp-1207705,Tm1 Rh1 O3,5.17444652,5.70187168,7.51159096,90.0,90.0,90.0,ortho,Pnma,-2.60793388,0.0,0.9565,Tm,Rh,O
mp-1206773,Tm1 Ru3 C1,4.11425196,4.11425196,4.11425196,90.0,90.0,90.0,cubic,Pm-3m,-0.259775492,0.0,0.0,Tm,C,Ru
mp-1187557,Tm1 Sc1 O3,4.001679,4.001679,4.001679,90.0,90.0,90.0,cubic,Pm-3m,-3.40074774,0.628655032,2.5716,Tm,Sc,O
mp-1207696,Tm1 Sc1 O3,5.40953,5.708791,7.944283,90.0,90.0,90.0,ortho,Pnma,-3.980072896,0.049329877,4.4168,Tm,Sc,O
mp-768396,Tm1 Se1 O3,12.416586,5.917272,8.733917145,73.9852505,90.0,90.0,mono,P2_1/c,-2.542680966,0.021720094,1.819,Tm,Se,O
mp-755525,Tm1 Ti1 O3,5.286485,5.67376,7.650199,90.0,90.0,90.0,ortho,Pnma,-3.652124087,0.06115532,0.0,Tm,Ti,O
mp-1101279,Tm1 Tl1 O3,5.740998,5.840919,8.490321,90.0,90.0,90.0,ortho,Pnma,-2.506763663,0.088491442,0.736,Tm,Tl,O
mp-755258,Tm1 V1 O3,5.19087594,5.62773952,7.48654988,90.0,90.0,90.0,ortho,Pnma,-3.320021488,0.0,0.0,Tm,V,O
mp-972367,U1 Al1 O3,3.766603,3.766603,3.766603,90.0,90.0,90.0,cubic,Pm-3m,-3.236607311,0.173777165,0.0,U,Al,O
mp-1187784,U1 B1 O3,3.587809,3.587809,3.587809,90.0,90.0,90.0,cubic,Pm-3m,-2.221621749,0.973498745,0.0,U,B,O
mp-1069774,U1 B1 Rh3,4.233953,4.233953,4.233953,90.0,90.0,90.0,cubic,Pm-3m,-0.578784023,0.055236394,0.0,U,B,Rh
mp-1187752,U1 Be1 O3,3.579678,3.579678,3.579678,90.0,90.0,90.0,cubic,Pm-3m,-3.05238272,0.439026145,0.0,U,Be,O
mp-1105902,U1 Co1 S3,5.902347,6.852509,8.396379,90.0,90.0,90.0,ortho,Pnma,-1.200347513,0.078939354,0.0,U,Co,S
mp-1188226,U1 Co1 Se3,6.22802,7.165544,8.92309,90.0,90.0,90.0,ortho,Pnma,-0.965533884,0.119005799,0.0,U,Co,Se
mp-22063,U1 Cr1 S3,6.2000426,7.1226026,8.92544017,90.0,90.0,90.0,ortho,Pnma,-1.380863306,0.016900234,0.0,U,Cr,S
mp-1106185,U1 Cr1 Se3,6.49267439,7.45388811,9.40069327,90.0,90.0,90.0,ortho,Pnma,-1.144346538,0.018088933,0.0,U,Cr,Se
mp-22667,U1 Fe1 S3,5.658657168,5.658657168,8.491823,90.0,90.0,142.1056053,ortho,Cmcm,-1.24099577,0.109560474,0.0,U,Fe,S
mp-1079562,U1 Fe1 Se3,6.303600512,6.303600512,9.187065,90.0,90.0,144.1964531,ortho,Cmcm,-0.824229547,0.2507419,0.0,U,Fe,Se
mp-1070301,U1 Ga3 Ni1,5.90200104,5.90200104,5.90200104,138.6879266,138.6879266,59.85102376,tet,I4mm,-0.274331436,0.043698151,0.0,U,Ni,Ga
mp-31428,U1 Ga3 Ni1,5.993427063,5.993427063,5.993427063,140.3359628,140.3359628,57.34354069,tet,I-4m2,-0.192180744,0.125848843,0.0,U,Ni,Ga
mp-1187745,U1 Hg1 O3,4.289145,4.289145,4.289145,90.0,90.0,90.0,cubic,Pm-3m,-2.644147564,0.245595888,0.0,U,Hg,O
mp-1187781,U1 Ir1 O3,4.009328,4.009328,4.009328,90.0,90.0,90.0,cubic,Pm-3m,-1.542542111,1.34720134,0.0,U,Ir,O
mp-19912,U1 Mn1 Se3,5.815400857,5.815400857,9.162616,90.0,90.0,140.7444265,ortho,Cmcm,-1.04902433,0.059306192,0.0,U,Mn,Se
mp-1189264,U1 Ni1 S3,5.945911,7.061006,8.328957,90.0,90.0,90.0,ortho,Pnma,-1.279972845,0.021444309,0.0,U,Ni,S
mp-1188256,U1 Ni1 Se3,6.255074,7.38731,8.8402,90.0,90.0,90.0,ortho,Pnma,-1.059429955,0.034535965,0.0,U,Ni,Se
mp-1216814,U1 O1 F3,3.811975953,3.811975953,5.113238,90.0,90.0,119.9999992,trig,P3m1,-3.337686766,0.505998199,0.0,U,O,F
mp-1187714,U1 Pd1 O3,4.210241,4.210241,4.210241,90.0,90.0,90.0,cubic,Pm-3m,-2.448655745,0.441087706,0.6282,U,Pd,O
mp-21103,U1 Pd1 Se3,6.45456131,8.0767433,8.69590661,90.0,90.0,90.0,ortho,Pnma,-1.100248433,0.0,0.0,U,Pd,Se
mp-28607,U1 Re1 B3,5.059883059,5.059880972,5.10709883,90.00011131,90.00000027,120.000067,hex_,P6_3/mmc,-0.554023167,0.0,0.0,U,Re,B
mp-1187779,U1 Re1 O3,3.981263,3.981263,3.981263,90.0,90.0,90.0,cubic,Pm-3m,-1.845745087,1.064419665,0.0,U,Re,O
mp-21217,U1 Rh1 S3,6.083469,7.106131,8.451047,90.0,90.0,90.0,ortho,Pnma,-1.317265798,0.048183152,0.0,U,Rh,S
mp-1105660,U1 Ru1 S3,5.96715784,6.93488214,8.82829566,90.0,90.0,90.0,ortho,Pnma,-1.289049823,0.003380141,0.0,U,Ru,S
mp-1068256,U1 Si3 Ir1,5.728770592,5.728770592,5.728770592,137.2992147,137.2992147,61.97799715,tet,I4mm,-0.56406122,0.0,0.0,U,Ir,Si
mp-1187767,U1 Si1 O3,3.795583,3.795583,3.795583,90.0,90.0,90.0,cubic,Pm-3m,-2.453244833,0.778871114,0.0,U,Si,O
mp-1187783,U1 Tc1 O3,3.967178,3.967178,3.967178,90.0,90.0,90.0,cubic,Pm-3m,-2.016279138,0.892489728,0.0,U,Tc,O
mp-1187736,U1 Ti1 O3,3.922603,3.922603,3.922603,90.0,90.0,90.0,cubic,Pm-3m,-3.105869774,0.307579282,0.0,U,Ti,O
mp-865322,U1 Tl1 O3,4.32518333,4.32517519,4.32544057,90.0,90.0,90.0,cubic,Pm-3m,-2.938777098,0.0,0.2736,U,Tl,O
mp-1188711,U1 V1 S3,6.086498,6.98295,8.968122,90.0,90.0,90.0,ortho,Pnma,-1.517821984,0.059237994,0.0,U,V,S
mp-1188372,U1 V1 Se3,6.51063868,7.30833521,9.54962879,90.0,90.0,90.0,ortho,Pnma,-1.25167957,0.00491691,0.0,U,V,Se
mp-27769,V3 As1 C1,3.13948863,5.247661431,7.651175,90.0,90.0,107.4054864,ortho,Cmcm,-0.514444753,0.0,0.0,As,C,V
mp-1079224,V3 As1 N1,5.345999905,5.345999905,7.551416,90.0,90.0,146.1108701,ortho,Cmcm,-0.869667385,0.028362014,0.0,As,N,V
mp-635460,V3 Au1 N1,4.879088,4.879088,4.879088,90.0,90.0,90.0,cubic,Pm-3m,2.204516176,2.887722395,0.0,Au,N,V
mp-1078963,V3 Ga1 N1,5.275322741,5.275322679,7.82878079,89.98759937,90.01240143,147.2457864,ortho,Cmcm,-0.750254637,0.0,0.0,Ga,N,V
mp-1079313,V3 Ge1 C1,3.06517977,5.200238961,7.8319491,90.0,90.0,107.1404652,ortho,Cmcm,-0.473082029,0.0,0.0,Ge,C,V
mp-1079695,V3 Ge1 N1,5.232297542,5.232297542,7.746992116,89.97949104,90.02050896,146.3264657,ortho,Cmcm,-0.792490124,0.0,0.0,Ge,N,V
mp-1080573,V3 P1 C1,5.05642642,5.05642642,7.491438231,89.99845033,90.00154967,144.1214857,ortho,Cmcm,-0.702089997,0.005308297,0.0,P,C,V
mp-1079048,V3 P1 N1,5.074417908,5.074417908,7.35246321,89.99953437,90.00046563,144.3774737,ortho,Cmcm,-1.038788323,0.017273955,0.0,P,N,V
mp-1100926,V1 Ag1 O3,5.327099324,14.88377276,9.376835014,55.47088678,91.97840402,86.88864761,tri,P-1,-1.676857913,0.078098517,1.7207,V,Ag,O
mp-1178815,V1 Ag1 O3,7.305953608,7.305953608,5.802879397,74.50897405,74.50897405,85.38522191,mono,C2/c,-1.743254704,0.011701726,1.9488,V,Ag,O
mp-559736,V1 Ag1 O3,9.169970889,9.169970889,8.00754944,75.7563749,75.7563749,22.45148104,mono,Cm,-1.75495643,0.0,1.6283,V,Ag,O
mp-624691,V1 Ag1 O3,7.297702207,7.297702207,5.601956752,82.89048912,82.89048912,86.78467741,mono,C2/c,-1.731810441,0.023145989,1.9189,V,Ag,O
mp-18946,V1 B1 O3,5.522130316,5.522130651,5.52212972,49.5677236,49.56773593,49.56773785,trig,R-3c,-2.726639266,0.0,1.8747,V,B,O
mp-1187744,V1 Bi1 O3,3.939753,3.939753,3.939753,90.0,90.0,90.0,cubic,Pm-3m,-1.814427443,0.273710011,0.0,V,Bi,O
mp-756282,V1 Bi1 O3,5.413356636,5.635266441,7.829876237,90.00057967,90.39745547,89.99830294,ortho,Pnma,-2.077773306,0.010364148,1.2971,V,Bi,O
